순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,2035724.5,2021-02-26,121.26,118.01,-7.97,2.01,-5.73,78.81,0.73
2,NASDAQ,MSFT,MICROSOFT CORP,1752660.1,2021-02-26,232.38,222.481,0.41,8.8,3.55,44.89,1.46
3,NASDAQ,AMZN,AMAZON COM INC,1557495.5,2021-02-26,154.647,154.647,-3.53,-2.37,-10.37,64.19,0.04
4,NASDAQ,GOOGL,ALPHABET INC,1363050.4,2021-02-26,101.096,100.202,10.65,15.25,24.08,50.97,2.01
5,NASDAQ,META,META PLATFORMS INC,733616.7,2021-02-26,257.62,255.634,-0.27,-6.99,-12.13,33.85,14.33
6,NASDAQ,TSLA,TESLA INC,648382.0,2021-02-26,225.167,225.167,-14.87,19.01,35.56,405.62,-1.12
7,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,562781.7,2021-02-26,240.51,240.51,5.55,5.07,10.31,16.56,6.22
8,NYSE,V,VISA INC,454043.6,2021-02-26,212.39,204.28,10.07,1.12,0.5,17.59,-0.31
9,NYSE,JPM,JPMORGAN CHASE & CO,449090.2,2021-02-26,147.17,128.884,14.38,25.74,49.29,31.46,3.44
10,NYSE,JNJ,JOHNSON & JOHNSON,416540.6,2021-02-26,158.46,136.845,-2.26,10.21,4.67,21.03,3.72
11,NASDAQ,WMT,WALMART INC,367583.7,2021-02-26,43.307,40.304,-7.52,-14.66,-6.09,22.68,4.99
12,NYSE,MA,MASTERCARD INC,351501.3,2021-02-26,353.85,342.022,11.88,5.42,-0.84,22.71,0.62
13,NYSE,DIS,WALT DISNEY CO,343157.5,2021-02-26,189.04,184.694,12.41,27.72,43.35,60.68,-2.39
14,NASDAQ,NVDA,NVIDIA CORP,340132.0,2021-02-26,13.715,13.66,5.58,2.36,2.6,103.33,-2.64
15,NYSE,UNH,UNITEDHEALTH GROUP INC,315217.2,2021-02-26,332.22,303.722,-0.41,-0.87,7.12,32.4,12.39
16,NASDAQ,PYPL,PAYPAL HOLDINGS INC,304330.0,2021-02-26,259.85,257.628,10.9,21.36,27.29,140.62,-6.55
17,NYSE,PG,PROCTER & GAMBLE CO,304189.7,2021-02-26,123.53,108.065,-3.65,-10.51,-9.66,11.8,9.63
18,NYSE,BAC,BANK OF AMERICA CORP,299657.9,2021-02-26,34.71,30.431,17.06,24.03,36.64,25.07,12.02
19,NYSE,HD,HOME DEPOT INC,278129.0,2021-02-26,258.34,225.434,-4.61,-6.36,-8.39,21.44,18.89
20,NASDAQ,INTC,INTEL CORP,246949.1,2021-02-26,60.78,55.265,10.14,26.45,20.87,12.29,5.3
21,NASDAQ,CMCSA,COMCAST CORP,241492.2,2021-02-26,52.72,42.216,6.35,5.42,18.8,33.34,2.64
22,NASDAQ,NFLX,NETFLIX INC,238654.1,2021-02-26,53.885,53.885,1.21,9.81,1.75,46.02,-3.19
23,NYSE,XOM,EXXON MOBIL CORP,230174.5,2021-02-26,54.37,44.585,23.34,45.04,41.74,14.43,2.68
24,NYSE,VZ,VERIZON COMMUNICATIONS INC,228839.6,2021-02-26,55.3,40.058,1.01,-7.48,-4.7,6.61,5.15
25,NASDAQ,ADBE,ADOBE INC,220044.0,2021-02-26,459.67,459.67,0.2,-3.93,-10.46,33.19,3.42
26,NYSE,NKE,NIKE INC,212479.3,2021-02-26,134.78,123.846,1.1,0.46,20.95,52.11,-1.4
