순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NYSE,GE,GE AEROSPACE,397889.4,2001-12-31,320.64,107.533,4.56,8.22,-17.2,-15.07,-7.31
2,NASDAQ,MSFT,MICROSOFT CORP,356806.2,2001-12-31,33.125,20.187,3.18,29.47,-9.25,52.72,-3.83
3,NYSE,XOM,EXXON MOBIL CORP,268832.8,2001-12-31,39.3,17.817,5.08,0.33,-8.98,-7.59,-0.63
4,NYSE,C,CITIGROUP INC,259710.2,2001-12-31,504.8,267.645,5.39,25.07,-3.84,0.03,-5.78
5,NASDAQ,WMT,WALMART INC,256501.0,2001-12-31,19.183,12.319,4.48,16.4,18.26,8.93,4.22
6,NYSE,PFE,PFIZER INC,250525.9,2001-12-31,39.85,14.306,-7.99,-0.37,0.02,-12.49,4.57
7,NASDAQ,INTC,INTEL CORP,211092.4,2001-12-31,31.45,17.932,-3.71,53.98,7.67,4.9,11.42
8,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,208370.8,2001-12-31,120.96,59.551,4.65,32.04,6.85,43.0,-10.81
9,NYSE,AIG,AMERICAN INTERNATIONAL GROUP INC,207430.8,2001-12-31,1588.0,939.631,-3.59,1.85,-6.5,-19.28,-6.61
10,NYSE,JNJ,JOHNSON & JOHNSON,180141.1,2001-12-31,59.1,30.533,1.46,7.0,19.05,13.97,-2.69
11,NYSE,TWX,TIME WARNER INC,142095.0,2001-12-31,96.3,66.271,-8.02,-3.02,-39.43,-7.76,-18.04
12,NYSE,MRK,MERCK & CO INC,133752.9,2001-12-31,58.8,22.69,-12.75,-11.25,-7.02,-36.12,0.65
13,NASDAQ,CSCO,CISCO SYSTEMS INC,132835.3,2001-12-31,18.11,11.659,-11.4,48.69,-0.5,-52.65,9.33
14,NYSE,T,AT&T INC,131672.3,2001-12-31,39.17,7.923,4.79,-16.4,-1.04,-16.05,-3.77
15,NYSE,VZ,VERIZON COMMUNICATIONS INC,128828.0,2001-12-31,47.46,12.572,0.97,-11.67,-10.02,-2.54,-1.58
16,NYSE,HD,HOME DEPOT INC,119533.6,2001-12-31,51.01,29.551,9.35,33.09,8.19,12.06,-1.8
17,NYSE,TYC,TYCO INTERNATIONAL PLC,117582.4,2001-12-31,235.6,34.883,0.19,29.48,8.11,6.24,-40.32
18,NYSE,KO,COCA COLA CO,117251.3,2001-12-31,23.575,11.726,0.4,1.03,5.55,-21.46,-7.21
19,NYSE,PG,PROCTER & GAMBLE CO,102522.6,2001-12-31,39.565,20.601,2.16,9.3,25.39,3.12,3.72
