순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,1057077.6,2018-10-31,54.715,51.749,-3.05,15.42,33.41,31.43,-18.12
2,NASDAQ,MSFT,MICROSOFT CORP,819896.9,2018-10-31,106.81,99.043,-6.61,1.08,15.15,30.72,4.27
3,NASDAQ,AMZN,AMAZON COM INC,781371.9,2018-10-31,79.9,79.9,-20.22,-10.1,2.04,44.58,5.77
4,NASDAQ,GOOGL,ALPHABET INC,758461.3,2018-10-31,54.529,54.047,-9.65,-11.13,7.07,5.57,1.75
5,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,508601.9,2018-10-31,205.28,205.28,-4.12,3.74,5.96,9.81,6.31
6,NASDAQ,META,META PLATFORMS INC,436212.2,2018-10-31,151.79,150.62,-7.7,-12.05,-11.75,-15.7,-7.37
7,NYSE,JNJ,JOHNSON & JOHNSON,375450.1,2018-10-31,139.99,113.021,1.32,6.34,12.24,3.11,5.6
8,NYSE,JPM,JPMORGAN CHASE & CO,362536.3,2018-10-31,109.02,88.682,-2.72,-4.5,1.46,10.82,1.99
9,NYSE,XOM,EXXON MOBIL CORP,337350.0,2018-10-31,79.68,56.189,-6.28,-1.24,4.59,-0.53,0.78
10,NYSE,V,VISA INC,306500.8,2018-10-31,137.85,130.506,-8.16,0.96,8.98,26.17,2.98
11,NASDAQ,WMT,WALMART INC,293696.4,2018-10-31,33.427,29.824,6.78,13.04,14.74,17.56,-2.62
12,NYSE,BAC,BANK OF AMERICA CORP,269890.4,2018-10-31,27.5,22.829,-6.65,-10.51,-7.26,2.13,3.27
13,NYSE,WFC,WELLS FARGO & COMPANY,256363.0,2018-10-31,53.23,43.045,1.28,-6.4,3.98,-2.52,2.8
14,NYSE,PFE,PFIZER INC,252422.4,2018-10-31,43.06,28.411,-2.29,8.76,19.78,27.38,8.2
15,NYSE,UNH,UNITEDHEALTH GROUP INC,251542.4,2018-10-31,261.35,230.533,-1.76,3.55,11.31,26.01,8.0
16,NYSE,VZ,VERIZON COMMUNICATIONS INC,235896.7,2018-10-31,57.09,37.595,8.1,11.77,18.31,24.92,5.62
17,NYSE,T,AT&T INC,222798.2,2018-10-31,30.68,14.943,-7.27,-2.6,-3.29,-3.42,1.83
18,NYSE,PG,PROCTER & GAMBLE CO,220938.1,2018-10-31,88.68,73.198,7.5,10.62,24.81,6.38,6.57
19,NASDAQ,INTC,INTEL CORP,213960.3,2018-10-31,46.88,40.095,-0.87,-1.94,-8.11,5.58,5.85
20,NYSE,CVX,CHEVRON CORP,213937.8,2018-10-31,111.65,79.792,-8.69,-10.74,-9.13,0.01,7.55
21,NASDAQ,CSCO,CISCO SYSTEMS INC,209138.5,2018-10-31,45.75,36.723,-5.32,8.92,4.81,38.04,4.63
22,NYSE,MA,MASTERCARD INC,204152.5,2018-10-31,197.67,188.516,-11.1,-0.05,11.15,33.6,1.72
23,NYSE,KO,COCA COLA CO,203801.9,2018-10-31,47.88,38.046,3.66,3.55,12.75,7.77,6.1
24,NYSE,BA,BOEING CO,201519.8,2018-10-31,354.86,343.255,-4.58,0.09,7.45,40.4,-1.83
25,NYSE,HD,HOME DEPOT INC,201231.0,2018-10-31,175.88,145.083,-15.1,-10.5,-3.81,8.38,3.12
26,NYSE,MRK,MERCK & CO INC,195767.7,2018-10-31,73.61,55.876,3.76,12.52,26.88,37.94,7.78
27,NYSE,ORCL,ORACLE CORP,185004.0,2018-10-31,48.84,43.76,-4.89,2.85,7.79,-2.51,-0.16
28,NASDAQ,CMCSA,COMCAST CORP,173518.1,2018-10-31,38.14,29.129,8.29,7.17,22.85,8.05,2.28
29,NYSE,DIS,WALT DISNEY CO,170780.1,2018-10-31,114.83,109.971,-1.8,1.12,15.37,19.3,0.57
30,NYSE,C,CITIGROUP INC,159862.3,2018-10-31,65.46,50.28,-8.75,-8.38,-3.07,-9.2,-0.35
31,NASDAQ,PEP,PEPSICO INC,158632.0,2018-10-31,112.38,88.479,0.52,-1.48,13.28,5.23,8.51
32,NYSE,MCD,MCDONALDS CORP,137239.1,2018-10-31,176.9,147.543,5.74,12.99,6.98,8.64,7.22
33,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,136906.9,2018-10-31,88.07,59.591,8.01,3.51,10.5,-11.56,-1.75
34,NASDAQ,NFLX,NETFLIX INC,131601.7,2018-10-31,30.178,30.178,-19.34,-10.57,-3.42,53.63,-5.19
35,NASDAQ,NVDA,NVIDIA CORP,128190.7,2018-10-31,5.271,5.215,-24.99,-13.86,-6.15,2.19,-22.4
36,NYSE,DD,DUPONT DE NEMOURS INC,124412.5,2018-10-31,161.76,29.12,-16.16,-21.17,-13.77,-23.77,8.0
37,NASDAQ,AMGN,AMGEN INC,122849.5,2018-10-31,192.79,152.244,-7.0,-1.25,12.08,13.19,8.76
38,NYSE,MO,ALTRIA GROUP INC,122213.1,2018-10-31,65.04,36.459,7.84,12.28,18.87,5.95,-15.7
39,NYSE,MDT,MEDTRONIC PLC,121302.9,2018-10-31,89.82,73.025,-8.69,0.05,13.32,14.08,8.58
40,NYSE,ABT,ABBOTT LABORATORIES,121081.6,2018-10-31,68.94,60.298,-5.65,5.61,19.61,29.43,7.41
41,NASDAQ,ADBE,ADOBE INC,119963.7,2018-10-31,245.76,245.76,-8.96,0.44,10.9,40.31,2.09
42,NYSE,NKE,NIKE INC,119171.7,2018-10-31,75.04,67.253,-11.43,-2.19,10.29,38.05,0.4
43,NYSE,ABBV,ABBVIE INC,117886.1,2018-10-31,77.85,56.509,-16.82,-14.7,-17.7,-10.4,21.09
44,NYSE,LLY,ELI LILLY & CO,116463.2,2018-10-31,108.44,97.821,1.05,10.35,35.43,35.82,9.97
45,NYSE,MMM,3M CO,110786.0,2018-10-31,190.26,121.88,-9.71,-9.79,-0.8,-15.31,10.03
