순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NYSE,GE,GE AEROSPACE,371592.6,2002-03-28,299.2,100.809,-2.86,-6.25,1.45,-9.14,-15.64
2,NASDAQ,MSFT,MICROSOFT CORP,326639.4,2002-03-28,30.155,18.377,3.38,-8.97,17.86,10.27,-13.35
3,NYSE,XOM,EXXON MOBIL CORP,297719.6,2002-03-28,43.83,19.99,6.13,12.2,12.57,10.7,-8.35
4,NASDAQ,WMT,WALMART INC,273215.0,2002-03-28,20.433,13.137,-1.03,6.64,24.13,22.03,-8.87
5,NYSE,C,CITIGROUP INC,254771.2,2002-03-28,495.2,263.441,9.44,-1.57,23.11,11.5,-12.56
6,NYSE,PFE,PFIZER INC,248980.3,2002-03-28,39.74,14.312,-2.98,0.04,-0.33,-1.89,-8.53
7,NASDAQ,INTC,INTEL CORP,203838.2,2002-03-28,30.41,17.349,6.51,-3.25,48.97,15.88,-5.92
8,NYSE,JNJ,JOHNSON & JOHNSON,197912.2,2002-03-28,64.95,33.661,6.65,10.24,17.96,50.45,-1.68
9,NYSE,AIG,AMERICAN INTERNATIONAL GROUP INC,188464.2,2002-03-28,1442.8,854.201,-2.47,-9.09,-7.41,-10.2,-4.19
10,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,178562.0,2002-03-28,104.0,51.269,5.99,-13.91,13.68,8.68,-19.46
11,NYSE,MRK,MERCK & CO INC,130769.6,2002-03-28,57.58,22.344,-5.59,-1.52,-12.6,-22.75,-5.63
12,NYSE,KO,COCA COLA CO,129851.2,2002-03-28,26.13,13.052,10.74,11.31,12.45,17.53,6.21
13,NYSE,T,AT&T INC,125499.6,2002-03-28,37.44,7.622,-1.05,-3.8,-19.57,-14.03,-16.43
14,NYSE,VZ,VERIZON COMMUNICATIONS INC,125262.9,2002-03-28,46.1,12.307,-1.49,-2.11,-13.53,-3.67,-12.24
15,NASDAQ,CSCO,CISCO SYSTEMS INC,123953.1,2002-03-28,16.93,10.899,18.64,-6.52,39.0,7.08,-13.47
16,NYSE,PG,PROCTER & GAMBLE CO,116769.3,2002-03-28,45.045,23.567,6.25,14.4,25.04,47.08,0.61
17,NYSE,HD,HOME DEPOT INC,113909.6,2002-03-28,48.61,28.19,-2.68,-4.61,26.96,13.21,-4.61
18,NYSE,MO,ALTRIA GROUP INC,113098.5,2002-03-28,52.67,2.917,1.14,16.17,11.68,16.26,3.33
19,NYSE,TWX,TIME WARNER INC,105055.8,2002-03-28,70.95,48.826,-4.64,-26.32,-28.55,-41.1,-19.58
20,NYSE,BAC,BANK OF AMERICA CORP,104820.2,2002-03-28,34.01,18.99,6.36,9.08,18.7,28.99,6.56
