순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,1389665.4,2020-05-29,183.25,174.156,2.54,13.42,21.72,50.0,11.06
2,NASDAQ,AAPL,APPLE INC,1378058.5,2020-05-29,79.485,76.963,8.5,16.62,19.57,83.77,14.74
3,NASDAQ,AMZN,AMAZON COM INC,1218190.6,2020-05-29,122.118,122.118,-1.28,29.65,35.63,37.59,12.96
4,NASDAQ,GOOGL,ALPHABET INC,978549.7,2020-05-29,71.676,71.042,6.45,7.04,9.92,29.55,-1.08
5,NASDAQ,META,META PLATFORMS INC,641304.7,2020-05-29,225.09,223.354,9.96,16.95,11.63,26.83,0.88
6,NYSE,BABA,ALIBABA GROUP HOLDING LTD,553368.4,2020-05-29,207.39,196.867,2.33,-0.29,3.69,38.95,4.01
7,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,451103.5,2020-05-29,185.58,185.58,-0.95,-10.06,-15.76,-6.0,-3.81
8,NYSE,V,VISA INC,415496.1,2020-05-29,195.24,186.928,9.43,7.6,6.15,21.77,-1.06
9,NYSE,JNJ,JOHNSON & JOHNSON,391895.9,2020-05-29,148.75,125.937,-0.17,11.38,9.66,16.61,-5.46
10,NASDAQ,WMT,WALMART INC,351369.5,2020-05-29,41.353,38.189,2.52,16.25,5.58,24.55,-3.45
11,NYSE,MA,MASTERCARD INC,302015.4,2020-05-29,300.89,289.361,9.43,3.82,3.25,20.27,-1.72
12,NYSE,JPM,JPMORGAN CHASE & CO,296505.8,2020-05-29,97.31,83.045,1.62,-15.29,-24.87,-5.16,-3.34
13,NYSE,UNH,UNITEDHEALTH GROUP INC,289113.5,2020-05-29,304.85,275.379,4.23,20.04,9.78,28.21,-2.83
14,NYSE,PG,PROCTER & GAMBLE CO,286976.5,2020-05-29,115.92,99.614,-1.65,3.05,-3.83,15.54,3.15
15,NYSE,HD,HOME DEPOT INC,267245.9,2020-05-29,248.48,213.242,13.03,14.87,14.2,34.37,1.42
16,NASDAQ,INTC,INTEL CORP,266445.6,2020-05-29,62.93,56.095,5.5,13.98,9.55,46.16,-4.93
17,NYSE,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,261015.2,2020-05-29,50.33,45.371,-5.27,-5.63,-3.62,38.66,13.64
18,NYSE,VZ,VERIZON COMMUNICATIONS INC,237438.2,2020-05-29,57.38,40.234,-0.12,7.08,-2.72,10.11,-3.92
19,NYSE,T,AT&T INC,219877.5,2020-05-29,30.86,16.48,1.28,-10.86,-14.88,7.08,-2.04
20,NASDAQ,NVDA,NVIDIA CORP,218325.0,2020-05-29,8.875,8.831,21.46,31.45,63.9,162.67,7.07
21,NYSE,PFE,PFIZER INC,212139.1,2020-05-29,38.19,26.877,0.58,15.45,1.19,-4.31,-14.38
22,NYSE,DIS,WALT DISNEY CO,211875.1,2020-05-29,117.3,114.603,8.46,-0.3,-22.15,-10.08,-4.94
23,NYSE,BAC,BANK OF AMERICA CORP,209255.7,2020-05-29,24.12,20.73,0.29,-14.8,-26.73,-7.13,-0.87
24,NYSE,MRK,MERCK & CO INC,203745.4,2020-05-29,80.72,63.893,1.74,6.27,-6.04,4.8,-3.43
25,NASDAQ,CSCO,CISCO SYSTEMS INC,201910.2,2020-05-29,47.82,40.116,12.83,20.84,7.26,-5.31,-2.47
26,NYSE,KO,COCA COLA CO,200485.5,2020-05-29,46.68,38.903,1.72,-11.99,-11.84,-1.99,-3.42
27,NYSE,NVS,NOVARTIS AG,200099.1,2020-05-29,87.43,66.832,3.19,7.92,-1.83,5.81,-0.1
28,NYSE,XOM,EXXON MOBIL CORP,192256.8,2020-05-29,45.47,35.119,-0.22,-9.86,-30.96,-31.87,-1.65
29,NASDAQ,ADBE,ADOBE INC,186264.2,2020-05-29,386.6,386.6,9.32,12.02,24.9,42.71,12.6
30,NASDAQ,NFLX,NETFLIX INC,184589.1,2020-05-29,41.973,41.973,-0.03,13.74,33.39,22.27,8.41
31,NASDAQ,PEP,PEPSICO INC,182525.7,2020-05-29,131.55,108.229,-0.56,0.33,-1.8,5.7,1.33
32,NASDAQ,PYPL,PAYPAL HOLDINGS INC,181978.9,2020-05-29,155.01,153.685,26.03,43.54,43.51,41.24,12.4
