순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,851215.9,2018-11-30,110.89,103.277,4.27,-0.85,13.12,34.03,-8.4
2,NASDAQ,AAPL,APPLE INC,847433.2,2018-11-30,44.645,42.373,-18.12,-21.27,-3.76,5.48,-11.67
3,NASDAQ,AMZN,AMAZON COM INC,826435.2,2018-11-30,84.508,84.508,5.77,-16.03,3.71,43.63,-11.13
4,NASDAQ,GOOGL,ALPHABET INC,771730.8,2018-11-30,55.483,54.992,1.75,-9.92,0.88,7.09,-5.83
5,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,537124.5,2018-11-30,218.24,218.24,6.31,4.56,13.95,13.07,-6.44
6,NYSE,BABA,ALIBABA GROUP HOLDING LTD,413720.6,2018-11-30,160.86,152.698,13.06,-8.09,-18.76,-9.16,-14.79
7,NASDAQ,META,META PLATFORMS INC,404083.3,2018-11-30,140.61,139.526,-7.37,-19.99,-26.68,-20.64,-6.77
8,NYSE,JNJ,JOHNSON & JOHNSON,393982.6,2018-11-30,146.9,119.354,5.6,9.76,24.41,8.29,-12.15
9,NYSE,JPM,JPMORGAN CHASE & CO,369752.4,2018-11-30,111.19,90.448,1.99,-2.28,5.19,8.79,-12.2
10,NYSE,XOM,EXXON MOBIL CORP,336587.7,2018-11-30,79.5,56.63,0.78,0.17,-0.13,-0.61,-14.23
11,NYSE,V,VISA INC,312413.9,2018-11-30,141.71,134.397,2.98,-3.36,8.76,26.7,-6.89
12,NASDAQ,WMT,WALMART INC,283698.6,2018-11-30,32.55,29.042,-2.62,1.87,19.0,2.8,-4.08
13,NYSE,BAC,BANK OF AMERICA CORP,278723.2,2018-11-30,28.4,23.576,3.27,-7.73,-1.73,2.11,-12.75
14,NYSE,UNH,UNITEDHEALTH GROUP INC,270677.9,2018-11-30,281.36,248.978,8.0,5.49,17.68,24.97,-11.46
15,NYSE,PFE,PFIZER INC,267231.3,2018-11-30,46.23,30.74,8.2,12.21,30.78,32.06,-5.58
16,NYSE,WFC,WELLS FARGO & COMPANY,255509.2,2018-11-30,54.28,44.249,2.8,-6.43,2.1,-1.06,-15.11
17,NYSE,SHEL,SHELL PLC,251045.4,2018-11-30,60.4,43.576,-2.96,-5.99,-10.61,-0.29,-3.53
18,NYSE,VZ,VERIZON COMMUNICATIONS INC,249160.5,2018-11-30,60.3,39.709,5.62,12.12,29.37,24.11,-6.77
19,NYSE,PG,PROCTER & GAMBLE CO,235463.0,2018-11-30,94.51,78.01,6.57,14.95,31.51,8.77,-2.74
20,NYSE,T,AT&T INC,227364.7,2018-11-30,31.24,15.216,1.83,-0.73,-0.37,-9.03,-8.64
21,NYSE,CVX,CHEVRON CORP,227267.5,2018-11-30,118.94,85.816,7.55,1.37,-2.48,3.78,-8.53
