순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,322000000000000.0,2020-08-31,-6.74,6.51,-0.37,22.73,7.78
2,000660,SK하이닉스,54700000000000.0,2020-08-31,-9.3,-7.85,-14.56,-2.97,11.85
3,035420,NAVER,53000000000000.0,2020-08-31,7.14,42.7,85.34,120.14,-8.06
4,051910,LG화학,52200000000000.0,2020-08-31,30.28,89.5,101.09,123.9,-11.62
5,207940,삼성바이오로직스,51500000000000.0,2020-08-31,6.14,25.08,67.85,189.22,-11.31
6,068270,셀트리온,40100000000000.0,2020-08-31,0.17,39.11,74.71,98.06,-13.3
7,005380,현대차,37700000000000.0,2020-08-31,39.53,80.1,53.48,37.35,1.13
8,035720,카카오,35800000000000.0,2020-08-31,18.49,54.46,136.63,202.6,-10.44
9,006400,삼성SDI,31100000000000.0,2020-08-31,13.84,26.04,53.39,81.36,-4.2
10,051900,LG생활건강,23000000000000.0,2020-08-31,7.44,7.52,20.64,24.94,-1.7
11,012330,현대모비스,21300000000000.0,2020-08-31,9.0,13.13,6.67,-9.86,2.68
12,028260,삼성물산,20200000000000.0,2020-08-31,1.89,8.98,2.37,25.0,-2.78
13,017670,SK텔레콤,20000000000000.0,2020-08-31,12.47,14.81,16.71,3.55,-4.03
14,036570,엔씨소프트,18100000000000.0,2020-08-31,1.73,4.43,27.12,53.63,-2.3
15,000270,기아차,17200000000000.0,2020-08-31,5.07,23.94,17.1,-2.86,10.48
16,005490,POSCO,16100000000000.0,2020-08-31,-4.65,1.93,-5.63,-12.56,6.23
17,105560,KB금융,15300000000000.0,2020-08-31,4.54,8.38,-5.27,-7.18,1.9
18,034730,SK,15100000000000.0,2020-08-31,-3.39,-10.46,11.46,7.0,-7.24
19,251270,넷마블,14300000000000.0,2020-08-31,30.08,80.39,87.92,76.75,-0.3
20,003550,LG,14300000000000.0,2020-08-31,11.76,31.06,22.52,16.15,-10.4
21,055550,신한지주,14200000000000.0,2020-08-31,-1.5,-1.66,-8.2,-27.24,-6.91
22,066570,LG전자,13800000000000.0,2020-08-31,19.09,41.99,39.4,37.36,8.91
23,096770,SK이노베이션,13400000000000.0,2020-08-31,14.17,22.36,28.32,-12.12,-4.14
24,015760,한국전력,13200000000000.0,2020-08-31,7.33,-5.09,-3.76,-19.77,-0.49
25,326030,SK바이오팜,12800000000000.0,2020-08-31,-10.16,,,,-4.28
26,032830,삼성생명,12200000000000.0,2020-08-31,28.71,33.92,4.62,-10.26,-0.33
