순위,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,005930,삼성전자,482000000000000.0,2021-06-30,0.75,-1.82,-0.37,52.84,-2.73
2,000660,SK하이닉스,92800000000000.0,2021-06-30,2.0,-5.2,7.59,49.82,-11.76
3,035720,카카오,72400000000000.0,2021-06-30,33.61,64.56,108.5,203.59,-9.82
4,035420,NAVER,68600000000000.0,2021-06-30,16.62,10.89,42.74,56.37,3.83
5,051910,LG화학,60000000000000.0,2021-06-30,2.16,5.2,3.16,73.29,-0.94
6,207940,삼성바이오로직스,55600000000000.0,2021-06-30,1.69,12.58,1.82,8.52,5.83
7,005380,현대차,51200000000000.0,2021-06-30,3.23,9.11,24.74,145.14,-8.98
8,006400,삼성SDI,48000000000000.0,2021-06-30,9.06,4.18,11.15,92.02,6.16
9,068270,셀트리온,37000000000000.0,2021-06-30,-1.83,-17.0,-25.21,-10.65,-5.59
10,000270,기아,36300000000000.0,2021-06-30,5.79,6.29,43.59,179.56,-6.7
11,005490,POSCO,30300000000000.0,2021-06-30,-2.52,7.91,27.94,100.0,5.32
12,012330,현대모비스,27700000000000.0,2021-06-30,4.85,-2.18,14.29,52.08,-8.73
13,051900,LG생활건강,27500000000000.0,2021-06-30,15.16,10.89,8.77,30.91,-17.2
14,096770,SK이노베이션,27300000000000.0,2021-06-30,7.85,32.51,55.53,125.57,-14.38
15,066570,LG전자,26800000000000.0,2021-06-30,7.92,7.57,21.11,158.7,-3.67
16,028260,삼성물산,25500000000000.0,2021-06-30,-1.09,8.33,-1.09,17.67,3.66
17,105560,KB금융,23200000000000.0,2021-06-30,-2.11,1.64,28.57,64.36,-8.06
18,017670,SK텔레콤,23100000000000.0,2021-06-30,0.95,19.18,34.45,51.66,-5.94
19,055550,신한지주,21000000000000.0,2021-06-30,-3.91,9.43,26.68,41.22,-3.57
20,034730,SK,19900000000000.0,2021-06-30,6.4,0.53,17.46,-2.92,-5.13
21,036570,엔씨소프트,18000000000000.0,2021-06-30,-3.76,-2.96,-11.92,-7.97,0.49
22,003550,LG,16100000000000.0,2021-06-30,-4.21,18.71,24.0,52.39,-8.1
23,032830,삼성생명,16000000000000.0,2021-06-30,-4.09,1.92,0.88,78.52,-5.51
24,015760,한국전력,16000000000000.0,2021-06-30,-2.36,6.88,-9.31,27.44,0.2
25,011200,HMM,15200000000000.0,2021-06-30,-11.58,56.23,214.7,837.03,-8.88
26,090430,아모레퍼시픽,14700000000000.0,2021-06-30,-12.2,-7.35,22.33,50.45,-12.1
27,018260,삼성에스디에스,14300000000000.0,2021-06-30,1.93,-5.13,3.64,9.79,-1.35
28,086790,하나금융지주,13800000000000.0,2021-06-30,1.1,11.37,33.48,70.56,-5.65
29,009150,삼성전기,13200000000000.0,2021-06-30,5.36,-5.35,-0.56,37.21,8.47
30,361610,SK아이이테크놀로지,13000000000000.0,2021-06-30,26.21,,,,23.22
31,302440,SK바이오사이언스,12100000000000.0,2021-06-30,2.26,25.3,,,7.57
32,033780,KT&G,11600000000000.0,2021-06-30,0.84,4.07,1.56,7.93,-2.49
33,010950,S-Oil,11500000000000.0,2021-06-30,7.89,24.09,48.12,61.42,-4.1
34,251270,넷마블,11500000000000.0,2021-06-30,-2.19,5.51,1.9,33.33,3.36
35,352820,하이브,11400000000000.0,2021-06-30,12.07,21.84,84.66,,-1.03
36,003670,포스코케미칼,11200000000000.0,2021-06-30,-3.36,-6.8,38.46,104.29,6.94
37,003490,대한항공,11000000000000.0,2021-06-30,-0.79,15.17,49.35,134.15,-5.08
38,000810,삼성화재,10400000000000.0,2021-06-30,5.0,16.98,17.6,25.28,-2.72
39,034020,두산중공업,10100000000000.0,2021-06-30,33.61,80.68,76.67,437.1,-8.81
40,326030,SK바이오팜,9630000000000.0,2021-06-30,8.85,18.27,-27.22,,-3.25
41,009540,한국조선해양,9480000000000.0,2021-06-30,-6.29,-0.37,23.5,53.32,-2.61
42,011170,롯데케미칼,9000000000000.0,2021-06-30,-6.58,-12.79,-4.89,57.19,-1.14
43,018880,한온시스템,8830000000000.0,2021-06-30,-2.36,-7.8,1.84,82.67,-5.74
44,034220,LG디스플레이,8770000000000.0,2021-06-30,4.7,9.86,32.08,115.87,-10.0
45,009830,한화솔루션,8520000000000.0,2021-06-30,-1.55,-8.43,-4.05,138.76,-12.23
